Author,Target,Description,Attack,Target Class,Attack Class,Link,Tags,Day,Month,Year,AttackGroup,AttackEncoded,AttackClassEncoded,TargetClassGroup,TargetClassEncoded,Africa,Asia,Australia,Europe,North America,South America,AuthorKnown
?,New Orleans Ernest N. Morial Convention Center,The New Orleans Ernest N. Morial Convention Center is hit with a ransomware attack.,Malware,"O Public administration and defence, compulsory social security",CC,nola.com,"New Orleans, Ernest N. Morial Convention Center, ransomware",18,1,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Adventist Health,"Adventist Health notifies 2,653 patients after suffering a phishing incident.",Account Hijacking,Q Human health and social work activities,CC,databreaches.net,Adventist Health,18,1,2020,Account Hijacking,1,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
?,Single Individuals,A new sextortion scam leverages the insecurity of connected devices to trick the victims.,Malware,X Individual,CC,bleepingcomputer.com,Sextortion,19,1,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple targets,"A hacker publishes a massive list of Telnet credentials for more than 515,000 servers, home routers, and IoT (Internet of Things) ""smart"" devices.",Misconfiguration,Y Multiple Industries,CC,zdnet.com,"Telnet, IoT",19,1,2020,Exploitation of Infrastructure,6,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Kamaru Usman Twitter account,"UFC champion Kamaru Usman says his Twitter account was hacked, after series of explicit tweets against Conor McGregor",Account Hijacking,X Individual,CC,grahamcluley.com,"UFC, Kamaru Usman, Twitter, Conor McGregor",19,1,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Oman United Insurance,"Oman United Insurance, one among the largest insurers in the country discloses a “ransomware attack” on the company’s data centre early this month.",Malware,K Financial and insurance activities,CC,databreaches.net,"Oman United Insurance, ransomware",19,1,2020,Malware,8,0,Financial Services,4,0,1,0,0,0,0,0
Tick (China),Mitsubishi Electric,"Mitsubishi Electric discloses a security breach that might have caused the leak of personal and confidential corporate information. The breach was detected on June 28, 2019.",Targeted attack,C Manufacturing,CE,bleepingcomputer.com,"Mitsubishi Electric, Tick",20,1,2020,Targeted Attack,12,1,Manufacturing/ Energy,8,0,1,0,0,0,0,1
?,Hanna Andersson,US children's apparel maker and online retailer Hanna Andersson discloses that its online purchasing platform was hacked and malicious code was deployed to steal customers' payment info for almost two months.,Malware,G Wholesale and retail trade,CC,bleepingcomputer.com,"Hanna Andersson, Magecart",20,1,2020,Malware,8,0,Retail Trade,14,0,0,0,0,1,0,0
Saudi Arabia,Jeff Bezos,"An investigation reveals that Jeff Bezos' phone exfiltrated a massive amounts of personal information after receiving a WhatsApp-attached video file sent by the future king of Saudi Arabia, Prince Mohammed bin Salman on May 1, 2018.",Targeted attack,X Individual,CE,arstechnica.com,"Jeff Bezos, WhatsApp, Prince Mohammed bin Salman",21,1,2020,Targeted Attack,12,1,Multiple Industries,9,0,0,0,0,1,0,1
?,Volusia County Public Library (VCPL,"600 staff and public access computers were taken down at Volusia County Public Library (VCPL) branches from Daytona Beach, Florida, following a cyberattack that started around 7 AM on January 9",Unknown,"O Public administration and defence, compulsory social security",CC,bleepingcomputer.com,"Volusia County Public Library, VCPL",21,1,2020,Unknown,13,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Vulnerable Wordpress sites,"Researchers from Sucuri reveal that over 2,000 Wordpress sites have been hacked to fuel a campaign to redirect visitors to scam sites. The campaign was possible because of two vulnerable plugins (""CP Contact Form with PayPal"" and ""Simple Fields"").",Vulnerability,Y Multiple Industries,CC,bleepingcomputer.com,"Sucuri, Wordpress, ""CP Contact Form with PayPal"", ""Simple Fields""",21,1,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
?,100 UPS Store Locations,"Sensitive personal and financial information of UPS Store customers is exposed in a phishing incident affecting roughly 100 local store locations between September 29, 2019, and January 13, 2020.",Account Hijacking,G Wholesale and retail trade,CC,bleepingcomputer.com,UPS Store,21,1,2020,Account Hijacking,1,0,Retail Trade,14,0,0,0,0,1,0,0
Threat Actors from Iran,Multiple targets in the US,The FBI Cyber Division issues a flash security alert related to the recent defacement attacks operated by Iranian threat actors.,Defacement,Y Multiple Industries,CW,bleepingcomputer.com,"FBI, Iran",21,1,2020,Defacement,4,2,Multiple Industries,9,0,0,0,0,1,0,1
?,Single Individuals,Researchers from Malwarebytes reveal the details of a large high-profile malvertising campaign distributing browser lockers.,Malvertising,X Individual,CC,bleepingcomputer.com,Malwarebytes,21,1,2020,Malvertising,7,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Citibank customers,"Researchers discover q new Citibank phishing scam that utilizes a convincing domain name, TLS certs, and even requests OTP codes that could easily trick their victims.",Account Hijacking,K Financial and insurance activities,CC,bleepingcomputer.com,Citibank,21,1,2020,Account Hijacking,1,0,Financial Services,4,0,0,0,0,1,0,0
?,Multiple targets,"Researchers from Microsoft discover a new version of the sLoad malware downloader, dubbed Starslord.",Malware,Y Multiple Industries,CC,zdnet.com,"Microsoft, sLoad, Starslord",21,1,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,PayPal customers,Researchers from ZeroFOX discover a new version of the 16Shop phishing campaign targeting PayPal customers.,Account Hijacking,G Wholesale and retail trade,CC,zdnet.com,"ZeroFOX, 16Shop, PayPal",21,1,2020,Account Hijacking,1,0,Retail Trade,14,0,0,0,0,1,0,0
?,Vulnerable internet routers running the Tomato firmware,"Researchers from Palo Alto Networks reveal that internet routers running the Tomato alternative firmware are under active attack by the Muhstik botnet, searching for devices using default credentials.",Misconfiguration,Y Multiple Industries,CC,arstechnica.com,"Palo alto Networks, Muhstik, Tomato",21,1,2020,Exploitation of Infrastructure,6,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple targets,"Researchers from Cisco Talos discover a new large-scale cryptomining campaign, dubbed Vivin, acting since more than two years.",Malware,Y Multiple Industries,CC,scmagazine.com,"Cisco Talos, Vivin, Crypto",21,1,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Tillamook County,Tillamook County is hit by a ransomware attack.,Malware,"O Public administration and defence, compulsory social security",CC,infosecurity-magazine.com,"Tillamook County, ransomware",22,1,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Greenville Water,Greenville Water is hit by a cyber attack.,Unknown,"E Water supply, sewerage waste management, and remediation activities",CC,infosecurity-magazine.com,Greenville Water,22,1,2020,Unknown,13,0,Environmental Services,3,0,0,0,0,1,0,0
?,FedEx customers,FedEx warns of a new text message phishing scam that at first glance looks to be about a FedEx package delivery.,Account Hijacking,X Individual,CC,news.softpedia.com,FedEx,22,1,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Android users,Researchers from Dr.Web discover a new campaign targeting Android users via the Android.Xiny mobile trojan.,Malware,X Individual,CC,news.softpedia.com,"Dr.Web, Android, Android.Xiny",22,1,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Gedia Automotive Group,Parts manufacturer Gedia Automotive Group shuts down its network after being hit with a Sodinokibi ransomware attack.,Malware,C Manufacturing,CC,computerweekly.com,"Gedia Automotive Group, ransomware, Sodinokibi",23,1,2020,Malware,8,0,Manufacturing/ Energy,8,0,0,0,1,0,0,0
?,Sites belonging to a reseller of tickets for Euro Cup and the Tokyo Summer Olympics,"The sites belonging to a reseller of tickets for Euro Cup and the Tokyo Summer Olympics (olympictickets2020[.]com), are the victims of a magecart attack.",Malware,R Arts entertainment and recreation,CC,bleepingcomputer.com,"Magecart, Euro Cup, Tokyo Summer Olympics, olympictickets2020[.]com",23,1,2020,Malware,8,0,Arts/ Entertainment,1,0,0,0,0,1,0,0
APT33?,European energy sector organization,"Researchers from Recorded Future discover a cyber espionage campaign with suspected ties to Iran, targeting the European energy sector in a reconnaissance campaign via the PupyRAT software.",Targeted attack,D Electricity gas steam and air conditioning supply,CE,zdnet.com,"APT33, PupyRAT, Recorded Future",23,1,2020,Targeted Attack,12,1,Manufacturing/ Energy,8,0,0,0,1,0,0,1
?,Bitcoin Gold,"Bitcoin Gold experiences a 51% attack. A total amount of over $70,000 is double-spent",51% Attack,V Fintech,CC,cryptopotato.com,Bitcoin Gold,23,1,2020,Exploitation of Infrastructure,6,0,Financial Services,4,0,0,0,0,1,0,0
?,City of Potsdam,The City of Potsdam severs the administration servers' Internet connection following a ransomware attack carried out exploiting the CVE-2019-1978 vulnerability.,Malware,"O Public administration and defence, compulsory social security",CC,bleepingcomputer.com,"City of Potsdam, ransomware, CVE-2019-1978",24,1,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,1,0,0,0
Konni Group,U.S. government agency,"Researchers at Palo Alto Networks' Unit 42 discover a new campaign dubbed ""Fractured Statue"", carried out via a malware called CARROTBALL, used in targeted attacks, against a U.S. government agency and non-US foreign nationals professionally affiliated with current activities in North Korea.",Targeted attack,"O Public administration and defence, compulsory social security",CE,bleepingcomputer.com,"Palo Alto Networks, Unit 42, CARROTBALL, North Korea, Konni Group, Fractured Statue",24,1,2020,Targeted Attack,12,1,Public Sector/ Government,12,0,0,0,0,1,0,1
?,"Targets in the government, military, and financial sector","A new version of the Ryuk Stealer malware is discovered. This version allows to steal a greater amount of confidential files related to the military, government, financial statements, banking, and other sensitive data.",Malware,Y Multiple Industries,CC,bleepingcomputer.com,"Ryuk, ransomware",24,1,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
Turkish hackers,Several Government websites in Greece,"A new DDoS attack hits the official state websites of the Greek prime minister, the national police and fire service and other ministries.",DDoS,"O Public administration and defence, compulsory social security",H,securityaffairs.co,"Turkey, Greece",24,1,2020,Denial of Service,5,3,Public Sector/ Government,12,0,0,0,1,0,0,1
?,Tampa Bay Times,The Tampa Bay Times suffers a Ryuk ransomware attack.,Malware,J Information and communication,CC,scmagazine.com,"Tampa Bay Times, Malware",24,1,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,0
?,Bird Construction,Bird Construction acknowledges to have been recently hit with a Maze ransomware attack.,Malware,M Professional scientific and technical activities,CC,cbc.ca,"Bird Construction, Maze, ransomware",26,1,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,0
?,SuperCasino,The online gambling platform SuperCasino experiences a data breach that exposes sensitive information belonging to its customers.,Unknown,R Arts entertainment and recreation,CC,databreaches.net,SuperCasino,26,1,2020,Unknown,13,0,Arts/ Entertainment,1,0,0,0,1,0,0,0
State-sponsored Turkish hackers,At least 30 organizations,"Turkish hackers allegedly acting in the interest of the Turkish government are believed to have attacked at least 30 organizations, including government ministries, embassies and security services as well as companies and other groups",DNS hijacking,Y Multiple Industries,CE,reuters.com,Turkey,27,1,2020,DNS Hijacking,2,1,Multiple Industries,9,0,0,0,0,1,0,1
OurMine,"Twitter accounts of over a dozen popular American football teams, the NFL, the UFC, and ESPN.","The OurMine collective hacks hijacks the Twitter accounts of over a dozen popular American football teams, including the San Francisco 49ers and Kansas City Chiefs, who competed in the Super Bowl Final, the NFL, the UFC, and ESPN.",Account Hijacking,R Arts entertainment and recreation,CC,bbc.com,"OurMine, Twitter, San Francisco 49ers, Kansas City Chiefs, Super Bowl, NFL, UFC, ESPN",27,1,2020,Account Hijacking,1,0,Arts/ Entertainment,1,0,0,0,0,1,0,1
Aggah,Some Italian companies operating in the Retail sector,Researchers from Yoroi-Cybaze ZLab discover a new attack attempts directed to some Italian companies operating in the Retail sector linked to Aggah campaign.,Targeted attack,G Wholesale and retail trade,CC,securityaffairs.co,"Aggah, Yoroi-Cybaze Zlab",27,1,2020,Targeted Attack,12,0,Retail Trade,14,0,0,0,1,0,0,1
?,Royal Yachting Association,The Royal Yachting Association (RYA) forces a password reset for all online users after warning that some that their data may have been compromised by a third party.,Unknown,S Other service activities,CC,infosecurity-magazine.com,Royal Yachting Association,27,1,2020,Unknown,13,0,Other,10,0,0,0,0,1,0,0
?,Vulnerable Citrix ADC servers,A new ransomware called Ragnarok is detected being used in targeted attacks against unpatched Citrix ADC servers vulnerable to the CVE-2019-19781 exploit.,Malware,Y Multiple Industries,CC,bleepingcomputer.com,"Ragnarok, Citrix, CVE-2019-19781, Ransomware",28,1,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Red Kite Community Housing,"Red Kite Community Housing announces to have fallen victim to a cyber-scam in which criminals posed as genuine service providers to steal a staggering £932,000.",Domain Spoofing,S Other service activities,CC,infosecurity-magazine.com,Red Kite Community Housing,28,1,2020,Spoofing,11,0,Other,10,0,0,0,1,0,0,0
